date,volume,traff_imputed
2020-07-17,153968.0,1
2020-07-18,153968.0,1
2020-07-19,153968.0,1
2020-07-20,153968.0,1
2020-07-21,153968.0,1
2020-07-22,153968.0,1
2020-07-23,153968.0,1
2020-07-24,153968.0,1
2020-07-25,153968.0,1
2020-07-26,153968.0,1
2020-07-27,153968.0,1
2020-07-28,153968.0,1
2020-07-29,153968.0,1
2020-07-30,153968.0,1
2020-07-31,153968.0,1
2020-08-01,153968.0,1
2020-08-02,153968.0,1
2020-08-03,153968.0,1
2020-08-04,153968.0,1
2020-08-05,153968.0,1
2020-08-06,153968.0,1
2020-08-07,153968.0,1
2020-08-08,153968.0,1
2020-08-09,153968.0,1
2020-08-10,153968.0,1
2020-08-11,153968.0,1
2020-08-12,153968.0,1
2020-08-13,153968.0,1
2020-08-14,153968.0,1
2020-08-15,153968.0,1
2020-08-16,153968.0,1
2020-08-17,153968.0,1
2020-08-18,153968.0,1
2020-08-19,153968.0,1
2020-08-20,153968.0,1
2020-08-21,153968.0,1
2020-08-22,153968.0,1
2020-08-23,153968.0,1
2020-08-24,153968.0,1
2020-08-25,153968.0,1
2020-08-26,153968.0,1
2020-08-27,153968.0,1
2020-08-28,153968.0,1
2020-08-29,153968.0,1
2020-08-30,153968.0,1
2020-08-31,153968.0,1
2020-09-01,153968.0,1
2020-09-02,153968.0,1
2020-09-03,153968.0,1
2020-09-04,153968.0,1
2020-09-05,153968.0,1
2020-09-06,153968.0,1
2020-09-07,153968.0,1
2020-09-08,153968.0,1
2020-09-09,153968.0,1
2020-09-10,153968.0,1
2020-09-11,153968.0,1
2020-09-12,153968.0,1
2020-09-13,153968.0,1
2020-09-14,153968.0,1
2020-09-15,153968.0,1
2020-09-16,153968.0,1
2020-09-17,153968.0,1
2020-09-18,153968.0,1
2020-09-19,153968.0,1
2020-09-20,153968.0,1
2020-09-21,153968.0,1
2020-09-22,153968.0,1
2020-09-23,153968.0,1
2020-09-24,153968.0,1
2020-09-25,153968.0,1
2020-09-26,153968.0,1
2020-09-27,153968.0,1
2020-09-28,153968.0,1
2020-09-29,153968.0,1
2020-09-30,153968.0,1
2020-10-01,153968.0,1
2020-10-02,153968.0,1
2020-10-03,153968.0,1
2020-10-04,153968.0,1
2020-10-05,153968.0,1
2020-10-06,153968.0,1
2020-10-07,153968.0,1
2020-10-08,153968.0,1
2020-10-09,153968.0,1
2020-10-10,153968.0,1
2020-10-11,153968.0,1
2020-10-12,153968.0,1
2020-10-13,153968.0,1
2020-10-14,153968.0,1
2020-10-15,153968.0,1
2020-10-16,153968.0,1
2020-10-17,153968.0,1
2020-10-18,153968.0,1
2020-10-19,153968.0,1
2020-10-20,153968.0,1
2020-10-21,153968.0,1
2020-10-22,153968.0,1
2020-10-23,153968.0,1
2020-10-24,153968.0,1
2020-10-25,153968.0,1
2020-10-26,153968.0,1
2020-10-27,153968.0,1
2020-10-28,153968.0,1
2020-10-29,153968.0,1
2020-10-30,153968.0,1
2020-10-31,153968.0,1
2020-11-01,153968.0,1
2020-11-02,153968.0,1
2020-11-03,153968.0,1
2020-11-04,153968.0,1
2020-11-05,153968.0,1
2020-11-06,153968.0,1
2020-11-07,153968.0,1
2020-11-08,153968.0,1
2020-11-09,153968.0,1
2020-11-10,153968.0,1
2020-11-11,153968.0,1
2020-11-12,153968.0,1
2020-11-13,153968.0,1
2020-11-14,153968.0,1
2020-11-15,153968.0,1
2020-11-16,153968.0,1
2020-11-17,153968.0,1
2020-11-18,153968.0,1
2020-11-19,153968.0,1
2020-11-20,153968.0,1
2020-11-21,153968.0,1
2020-11-22,153968.0,1
2020-11-23,153968.0,1
2020-11-24,153968.0,1
2020-11-25,153968.0,1
2020-11-26,153968.0,1
2020-11-27,153968.0,1
2020-11-28,153968.0,1
2020-11-29,153968.0,1
2020-11-30,153968.0,1
2020-12-01,153968.0,1
2020-12-02,153968.0,1
2020-12-03,153968.0,1
2020-12-04,153968.0,1
2020-12-05,153968.0,1
2020-12-06,153968.0,1
2020-12-07,153968.0,1
2020-12-08,153968.0,1
2020-12-09,153968.0,1
2020-12-10,153968.0,1
2020-12-11,153968.0,1
2020-12-12,153968.0,1
2020-12-13,153968.0,1
2020-12-14,153968.0,1
2020-12-15,153968.0,1
2020-12-16,153968.0,1
2020-12-17,153968.0,1
2020-12-18,153968.0,1
2020-12-19,153968.0,1
2020-12-20,153968.0,1
2020-12-21,153968.0,1
2020-12-22,153968.0,1
2020-12-23,153968.0,1
2020-12-24,153968.0,1
2020-12-25,153968.0,1
2020-12-26,153968.0,1
2020-12-27,153968.0,1
2020-12-28,153968.0,1
2020-12-29,153968.0,1
2020-12-30,153968.0,1
2020-12-31,153968.0,1
2021-01-01,165384.0,1
2021-01-02,165384.0,1
2021-01-03,165384.0,1
2021-01-04,165384.0,1
2021-01-05,165384.0,1
2021-01-06,165384.0,1
2021-01-07,165384.0,1
2021-01-08,165384.0,1
2021-01-09,165384.0,1
2021-01-10,165384.0,1
2021-01-11,165384.0,1
2021-01-12,165384.0,1
2021-01-13,165384.0,1
2021-01-14,165384.0,1
2021-01-15,165384.0,1
2021-01-16,165384.0,1
2021-01-17,165384.0,1
2021-01-18,165384.0,1
2021-01-19,165384.0,1
2021-01-20,165384.0,1
2021-01-21,165384.0,1
2021-01-22,165384.0,1
2021-01-23,165384.0,1
2021-01-24,165384.0,1
2021-01-25,165384.0,1
2021-01-26,165384.0,1
2021-01-27,165384.0,1
2021-01-28,165384.0,1
2021-01-29,165384.0,1
2021-01-30,165384.0,1
2021-01-31,165384.0,1
2021-02-01,165384.0,1
2021-02-02,165384.0,1
2021-02-03,165384.0,1
2021-02-04,165384.0,1
2021-02-05,165384.0,1
2021-02-06,165384.0,1
2021-02-07,165384.0,1
2021-02-08,165384.0,1
2021-02-09,165384.0,1
2021-02-10,165384.0,1
2021-02-11,165384.0,1
2021-02-12,165384.0,1
2021-02-13,165384.0,1
2021-02-14,165384.0,1
2021-02-15,165384.0,1
2021-02-16,165384.0,1
2021-02-17,165384.0,1
2021-02-18,165384.0,1
2021-02-19,165384.0,1
2021-02-20,165384.0,1
2021-02-21,165384.0,1
2021-02-22,165384.0,1
2021-02-23,165384.0,1
2021-02-24,165384.0,1
2021-02-25,165384.0,1
2021-02-26,165384.0,1
2021-02-27,165384.0,1
2021-02-28,165384.0,1
2021-03-01,165384.0,1
2021-03-02,165384.0,1
2021-03-03,165384.0,1
2021-03-04,165384.0,1
2021-03-05,165384.0,1
2021-03-06,165384.0,1
2021-03-07,165384.0,1
2021-03-08,165384.0,1
2021-03-09,165384.0,1
2021-03-10,165384.0,1
2021-03-11,165384.0,1
2021-03-12,165384.0,1
2021-03-13,165384.0,1
2021-03-14,165384.0,1
2021-03-15,165384.0,1
2021-03-16,165384.0,1
2021-03-17,165384.0,1
2021-03-18,165384.0,1
2021-03-19,165384.0,1
2021-03-20,165384.0,1
2021-03-21,165384.0,1
2021-03-22,165384.0,1
2021-03-23,165384.0,1
2021-03-24,165384.0,1
2021-03-25,165384.0,1
2021-03-26,165384.0,1
2021-03-27,165384.0,1
2021-03-28,165384.0,1
2021-03-29,165384.0,1
2021-03-30,165384.0,1
2021-03-31,165384.0,1
2021-04-01,165384.0,1
2021-04-02,165384.0,1
2021-04-03,165384.0,1
2021-04-04,165384.0,1
2021-04-05,165384.0,1
2021-04-06,165384.0,1
2021-04-07,165384.0,1
2021-04-08,165384.0,1
2021-04-09,165384.0,1
2021-04-10,165384.0,1
2021-04-11,165384.0,1
2021-04-12,165384.0,1
2021-04-13,165384.0,1
2021-04-14,165384.0,1
2021-04-15,165384.0,1
2021-04-16,165384.0,1
2021-04-17,165384.0,1
2021-04-18,165384.0,1
2021-04-19,165384.0,1
2021-04-20,165384.0,1
2021-04-21,165384.0,1
2021-04-22,165384.0,1
2021-04-23,165384.0,1
2021-04-24,165384.0,1
2021-04-25,165384.0,1
2021-04-26,165384.0,1
2021-04-27,165384.0,1
2021-04-28,165384.0,1
2021-04-29,165384.0,1
2021-04-30,165384.0,1
2021-05-01,165384.0,1
2021-05-02,165384.0,1
2021-05-03,165384.0,1
2021-05-04,165384.0,1
2021-05-05,165384.0,1
2021-05-06,165384.0,1
2021-05-07,165384.0,1
2021-05-08,165384.0,1
2021-05-09,165384.0,1
2021-05-10,165384.0,1
2021-05-11,165384.0,1
2021-05-12,165384.0,1
2021-05-13,165384.0,1
2021-05-14,165384.0,1
2021-05-15,165384.0,1
2021-05-16,165384.0,1
2021-05-17,165384.0,1
2021-05-18,165384.0,1
2021-05-19,165384.0,1
2021-05-20,165384.0,1
2021-05-21,165384.0,1
2021-05-22,165384.0,1
2021-05-23,165384.0,1
2021-05-24,165384.0,1
2021-05-25,165384.0,1
2021-05-26,165384.0,1
2021-05-27,165384.0,1
2021-05-28,165384.0,1
2021-05-29,165384.0,1
2021-05-30,165384.0,1
2021-05-31,165384.0,1
2021-06-01,165384.0,1
2021-06-02,165384.0,1
2021-06-03,165384.0,1
2021-06-04,165384.0,1
2021-06-05,165384.0,1
2021-06-06,165384.0,1
2021-06-07,165384.0,1
2021-06-08,165384.0,1
2021-06-09,165384.0,1
2021-06-10,165384.0,1
2021-06-11,165384.0,1
2021-06-12,165384.0,1
2021-06-13,165384.0,1
2021-06-14,165384.0,1
2021-06-15,165384.0,1
2021-06-16,165384.0,1
2021-06-17,165384.0,1
2021-06-18,165384.0,1
2021-06-19,165384.0,1
2021-06-20,165384.0,1
2021-06-21,165384.0,1
2021-06-22,165384.0,1
2021-06-23,165384.0,1
2021-06-24,165384.0,1
2021-06-25,165384.0,1
2021-06-26,165384.0,1
2021-06-27,165384.0,1
2021-06-28,165384.0,1
2021-06-29,165384.0,1
2021-06-30,165384.0,1
2021-07-01,165384.0,1
2021-07-02,165384.0,1
2021-07-03,165384.0,1
2021-07-04,165384.0,1
2021-07-05,165384.0,1
2021-07-06,165384.0,1
2021-07-07,165384.0,1
2021-07-08,165384.0,1
2021-07-09,165384.0,1
2021-07-10,165384.0,1
2021-07-11,165384.0,1
2021-07-12,165384.0,1
2021-07-13,165384.0,1
2021-07-14,165384.0,1
2021-07-15,165384.0,1
2021-07-16,165384.0,1
2021-07-17,165384.0,1
2021-07-18,165384.0,1
2021-07-19,165384.0,1
2021-07-20,165384.0,1
2021-07-21,165384.0,1
2021-07-22,165384.0,1
2021-07-23,165384.0,1
2021-07-24,165384.0,1
2021-07-25,165384.0,1
2021-07-26,165384.0,1
2021-07-27,165384.0,1
2021-07-28,165384.0,1
2021-07-29,165384.0,1
2021-07-30,165384.0,1
2021-07-31,165384.0,1
2021-08-01,165384.0,1
2021-08-02,165384.0,1
2021-08-03,165384.0,1
2021-08-04,165384.0,1
2021-08-05,165384.0,1
2021-08-06,165384.0,1
2021-08-07,165384.0,1
2021-08-08,165384.0,1
2021-08-09,165384.0,1
2021-08-10,165384.0,1
2021-08-11,165384.0,1
2021-08-12,165384.0,1
2021-08-13,165384.0,1
2021-08-14,165384.0,1
2021-08-15,165384.0,1
2021-08-16,165384.0,1
2021-08-17,165384.0,1
2021-08-18,165384.0,1
2021-08-19,165384.0,1
2021-08-20,165384.0,1
2021-08-21,165384.0,1
2021-08-22,165384.0,1
2021-08-23,165384.0,1
2021-08-24,165384.0,1
2021-08-25,165384.0,1
2021-08-26,165384.0,1
2021-08-27,165384.0,1
2021-08-28,165384.0,1
2021-08-29,165384.0,1
2021-08-30,165384.0,1
2021-08-31,165384.0,1
2021-09-01,165384.0,1
2021-09-02,165384.0,1
2021-09-03,165384.0,1
2021-09-04,165384.0,1
2021-09-05,165384.0,1
2021-09-06,165384.0,1
2021-09-07,165384.0,1
2021-09-08,165384.0,1
2021-09-09,165384.0,1
2021-09-10,165384.0,1
2021-09-11,165384.0,1
2021-09-12,165384.0,1
2021-09-13,165384.0,1
2021-09-14,165384.0,1
2021-09-15,165384.0,1
2021-09-16,165384.0,1
2021-09-17,165384.0,1
2021-09-18,165384.0,1
2021-09-19,165384.0,1
2021-09-20,165384.0,1
2021-09-21,165384.0,1
2021-09-22,165384.0,1
2021-09-23,165384.0,1
2021-09-24,165384.0,1
2021-09-25,165384.0,1
2021-09-26,165384.0,1
2021-09-27,165384.0,1
2021-09-28,165384.0,1
2021-09-29,165384.0,1
2021-09-30,165384.0,1
2021-10-01,165384.0,1
2021-10-02,165384.0,1
2021-10-03,165384.0,1
2021-10-04,165384.0,1
2021-10-05,165384.0,1
2021-10-06,165384.0,1
2021-10-07,165384.0,1
2021-10-08,165384.0,1
2021-10-09,165384.0,1
2021-10-10,165384.0,1
2021-10-11,165384.0,1
2021-10-12,165384.0,1
2021-10-13,165384.0,1
2021-10-14,165384.0,1
2021-10-15,165384.0,1
2021-10-16,165384.0,1
2021-10-17,165384.0,1
2021-10-18,165384.0,1
2021-10-19,165384.0,1
2021-10-20,165384.0,1
2021-10-21,165384.0,1
2021-10-22,165384.0,1
2021-10-23,165384.0,1
2021-10-24,165384.0,1
2021-10-25,165384.0,1
2021-10-26,165384.0,1
2021-10-27,165384.0,1
2021-10-28,165384.0,1
2021-10-29,165384.0,1
2021-10-30,165384.0,1
2021-10-31,165384.0,1
2021-11-01,165384.0,1
2021-11-02,165384.0,1
2021-11-03,165384.0,1
2021-11-04,165384.0,1
2021-11-05,165384.0,1
2021-11-06,165384.0,1
2021-11-07,165384.0,1
2021-11-08,165384.0,1
2021-11-09,165384.0,1
2021-11-10,165384.0,1
2021-11-11,165384.0,1
2021-11-12,165384.0,1
2021-11-13,165384.0,1
2021-11-14,165384.0,1
2021-11-15,165384.0,1
2021-11-16,165384.0,1
2021-11-17,165384.0,1
2021-11-18,165384.0,1
2021-11-19,165384.0,1
2021-11-20,165384.0,1
2021-11-21,165384.0,1
2021-11-22,165384.0,1
2021-11-23,165384.0,1
2021-11-24,165384.0,1
2021-11-25,165384.0,1
2021-11-26,165384.0,1
2021-11-27,165384.0,1
2021-11-28,165384.0,1
2021-11-29,165384.0,1
2021-11-30,165384.0,1
2021-12-01,165384.0,1
2021-12-02,165384.0,1
2021-12-03,165384.0,1
2021-12-04,165384.0,1
2021-12-05,165384.0,1
2021-12-06,165384.0,1
2021-12-07,165384.0,1
2021-12-08,165384.0,1
2021-12-09,165384.0,1
2021-12-10,165384.0,1
2021-12-11,165384.0,1
2021-12-12,165384.0,1
2021-12-13,165384.0,1
2021-12-14,165384.0,1
2021-12-15,165384.0,1
2021-12-16,165384.0,1
2021-12-17,165384.0,1
2021-12-18,165384.0,1
2021-12-19,165384.0,1
2021-12-20,165384.0,1
2021-12-21,165384.0,1
2021-12-22,165384.0,1
2021-12-23,165384.0,1
2021-12-24,165384.0,1
2021-12-25,165384.0,1
2021-12-26,165384.0,1
2021-12-27,165384.0,1
2021-12-28,165384.0,1
2021-12-29,165384.0,1
2021-12-30,165384.0,1
2021-12-31,165384.0,1
2022-01-01,164944.0,1
2022-01-02,164944.0,1
2022-01-03,164944.0,1
2022-01-04,164944.0,1
2022-01-05,164944.0,1
2022-01-06,164944.0,1
2022-01-07,164944.0,1
2022-01-08,164944.0,1
2022-01-09,164944.0,1
2022-01-10,164944.0,1
2022-01-11,164944.0,1
2022-01-12,164944.0,1
2022-01-13,164944.0,1
2022-01-14,164944.0,1
2022-01-15,164944.0,1
2022-01-16,164944.0,1
2022-01-17,164944.0,1
2022-01-18,164944.0,1
2022-01-19,164944.0,1
2022-01-20,164944.0,1
2022-01-21,164944.0,1
2022-01-22,164944.0,1
2022-01-23,164944.0,1
2022-01-24,164944.0,1
2022-01-25,164944.0,1
2022-01-26,164944.0,1
2022-01-27,164944.0,1
2022-01-28,164944.0,1
2022-01-29,164944.0,1
2022-01-30,164944.0,1
2022-01-31,164944.0,1
2022-02-01,164944.0,1
2022-02-02,164944.0,1
2022-02-03,164944.0,1
2022-02-04,164944.0,1
2022-02-05,164944.0,1
2022-02-06,164944.0,1
2022-02-07,164944.0,1
2022-02-08,164944.0,1
2022-02-09,164944.0,1
2022-02-10,164944.0,1
2022-02-11,164944.0,1
2022-02-12,164944.0,1
2022-02-13,164944.0,1
2022-02-14,164944.0,1
2022-02-15,164944.0,1
2022-02-16,164944.0,1
2022-02-17,164944.0,1
2022-02-18,164944.0,1
2022-02-19,164944.0,1
2022-02-20,164944.0,1
2022-02-21,164944.0,1
2022-02-22,164944.0,1
2022-02-23,164944.0,1
2022-02-24,164944.0,1
2022-02-25,164944.0,1
2022-02-26,164944.0,1
2022-02-27,164944.0,1
2022-02-28,164944.0,1
2022-03-01,164944.0,1
2022-03-02,164944.0,1
2022-03-03,164944.0,1
2022-03-04,164944.0,1
2022-03-05,164944.0,1
2022-03-06,164944.0,1
2022-03-07,164944.0,1
2022-03-08,164944.0,1
2022-03-09,164944.0,1
2022-03-10,164944.0,1
2022-03-11,164944.0,1
2022-03-12,164944.0,1
2022-03-13,164944.0,1
2022-03-14,164944.0,1
2022-03-15,164944.0,1
2022-03-16,164944.0,1
2022-03-17,164944.0,1
2022-03-18,164944.0,1
2022-03-19,164944.0,1
2022-03-20,164944.0,1
2022-03-21,164944.0,1
2022-03-22,164944.0,1
2022-03-23,164944.0,1
2022-03-24,164944.0,1
2022-03-25,164944.0,1
2022-03-26,164944.0,1
2022-03-27,164944.0,1
2022-03-28,164944.0,1
2022-03-29,164944.0,1
2022-03-30,164944.0,1
2022-03-31,164944.0,1
2022-04-01,164944.0,1
2022-04-02,164944.0,1
2022-04-03,164944.0,1
2022-04-04,164944.0,1
2022-04-05,164944.0,1
2022-04-06,164944.0,1
2022-04-07,164944.0,1
2022-04-08,164944.0,1
2022-04-09,164944.0,1
2022-04-10,164944.0,1
2022-04-11,164944.0,1
2022-04-12,164944.0,1
2022-04-13,164944.0,1
2022-04-14,164944.0,1
2022-04-15,164944.0,1
2022-04-16,164944.0,1
2022-04-17,164944.0,1
2022-04-18,164944.0,1
2022-04-19,164944.0,1
2022-04-20,164944.0,1
2022-04-21,164944.0,1
2022-04-22,164944.0,1
2022-04-23,164944.0,1
2022-04-24,164944.0,1
2022-04-25,164944.0,1
2022-04-26,164944.0,1
2022-04-27,164944.0,1
2022-04-28,164944.0,1
2022-04-29,164944.0,1
2022-04-30,164944.0,1
2022-05-01,164944.0,1
2022-05-02,164944.0,1
2022-05-03,164944.0,1
2022-05-04,164944.0,1
2022-05-05,164944.0,1
2022-05-06,164944.0,1
2022-05-07,164944.0,1
2022-05-08,164944.0,1
2022-05-09,164944.0,1
2022-05-10,164944.0,1
2022-05-11,164944.0,1
2022-05-12,164944.0,1
2022-05-13,164944.0,1
2022-05-14,164944.0,1
2022-05-15,164944.0,1
2022-05-16,164944.0,1
2022-05-17,164944.0,1
2022-05-18,164944.0,1
2022-05-19,164944.0,1
2022-05-20,164944.0,1
2022-05-21,164944.0,1
2022-05-22,164944.0,1
2022-05-23,164944.0,1
2022-05-24,164944.0,1
2022-05-25,164944.0,1
2022-05-26,164944.0,1
2022-05-27,164944.0,1
2022-05-28,164944.0,1
2022-05-29,164944.0,1
2022-05-30,164944.0,1
2022-05-31,164944.0,1
2022-06-01,164944.0,1
2022-06-02,164944.0,1
2022-06-03,164944.0,1
2022-06-04,164944.0,1
2022-06-05,164944.0,1
2022-06-06,164944.0,1
2022-06-07,164944.0,1
2022-06-08,164944.0,1
2022-06-09,164944.0,1
2022-06-10,164944.0,1
2022-06-11,164944.0,1
2022-06-12,164944.0,1
2022-06-13,164944.0,1
2022-06-14,164944.0,1
2022-06-15,164944.0,1
2022-06-16,164944.0,1
2022-06-17,164944.0,1
2022-06-18,164944.0,1
2022-06-19,164944.0,1
2022-06-20,164944.0,1
2022-06-21,164944.0,1
2022-06-22,164944.0,1
2022-06-23,164944.0,1
2022-06-24,164944.0,1
2022-06-25,164944.0,1
2022-06-26,164944.0,1
2022-06-27,164944.0,1
2022-06-28,164944.0,1
2022-06-29,164944.0,1
2022-06-30,164944.0,1
2022-07-01,164944.0,1
2022-07-02,164944.0,1
2022-07-03,164944.0,1
2022-07-04,164944.0,1
2022-07-05,164944.0,1
2022-07-06,164944.0,1
2022-07-07,164944.0,1
2022-07-08,164944.0,1
2022-07-09,164944.0,1
2022-07-10,164944.0,1
2022-07-11,164944.0,1
2022-07-12,164944.0,1
2022-07-13,164944.0,1
2022-07-14,164944.0,1
2022-07-15,164944.0,1
2022-07-16,164944.0,1
2022-07-17,164944.0,1
2022-07-18,164944.0,1
2022-07-19,164944.0,1
2022-07-20,164944.0,1
2022-07-21,164944.0,1
2022-07-22,164944.0,1
2022-07-23,164944.0,1
2022-07-24,164944.0,1
2022-07-25,164944.0,1
2022-07-26,164944.0,1
2022-07-27,164944.0,1
2022-07-28,164944.0,1
2022-07-29,164944.0,1
2022-07-30,164944.0,1
2022-07-31,164944.0,1
2022-08-01,164944.0,1
2022-08-02,164944.0,1
2022-08-03,164944.0,1
2022-08-04,164944.0,1
2022-08-05,164944.0,1
2022-08-06,164944.0,1
2022-08-07,164944.0,1
2022-08-08,164944.0,1
2022-08-09,164944.0,1
2022-08-10,164944.0,1
2022-08-11,164944.0,1
2022-08-12,164944.0,1
2022-08-13,164944.0,1
2022-08-14,164944.0,1
2022-08-15,164944.0,1
2022-08-16,164944.0,1
2022-08-17,164944.0,1
2022-08-18,164944.0,1
2022-08-19,164944.0,1
2022-08-20,164944.0,1
2022-08-21,164944.0,1
2022-08-22,164944.0,1
2022-08-23,164944.0,1
2022-08-24,164944.0,1
2022-08-25,164944.0,1
2022-08-26,164944.0,1
2022-08-27,164944.0,1
2022-08-28,164944.0,1
2022-08-29,164944.0,1
2022-08-30,164944.0,1
2022-08-31,164944.0,1
2022-09-01,164944.0,1
2022-09-02,164944.0,1
2022-09-03,164944.0,1
2022-09-04,164944.0,1
2022-09-05,164944.0,1
2022-09-06,164944.0,1
2022-09-07,164944.0,1
2022-09-08,164944.0,1
2022-09-09,164944.0,1
2022-09-10,164944.0,1
2022-09-11,164944.0,1
2022-09-12,164944.0,1
2022-09-13,164944.0,1
2022-09-14,164944.0,1
2022-09-15,164944.0,1
2022-09-16,164944.0,1
2022-09-17,164944.0,1
2022-09-18,164944.0,1
2022-09-19,164944.0,1
2022-09-20,164944.0,1
2022-09-21,164944.0,1
2022-09-22,164944.0,1
2022-09-23,164944.0,1
2022-09-24,164944.0,1
